,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup
37556,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,25.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37557,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,31.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
37558,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,33.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37559,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,67.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37560,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,97.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
37610,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,179.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37611,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,234.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
37612,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,332.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37613,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,66.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37614,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,72.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
37615,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,98.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37637,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,16.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37676,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",14.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37677,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",32.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37678,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",50.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37679,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",50.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37690,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",14.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37691,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",37.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37692,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",54.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37702,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",16.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37703,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",24.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37714,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, laryngeal",12.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37723,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, liver",26.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37724,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, liver",52.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37725,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, liver",81.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37734,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",12.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37735,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",24.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37736,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",38.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37748,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, pancreatic",13.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37780,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,23.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37781,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,25.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37788,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,145.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
37789,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,166.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37790,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,202.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37791,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,30.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37792,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,57.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37799,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,135.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37800,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,168.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37801,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,211.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37802,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,34.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37803,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,76.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
37810,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",11.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37811,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",32.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
37812,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",33.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37813,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",50.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37814,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",65.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37824,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",18.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37825,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",20.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37875,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",106.0,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall
37876,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",139.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+
37877,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",150.0,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall
37878,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",24.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49
37879,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",257.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall
37880,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",91.0,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64
37928,2015,2019,WV,West Virginia,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,17.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
37944,2015,2019,WV,West Virginia,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,30.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
37986,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,14.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
37987,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,25.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
37988,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,27.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
37989,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,54.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
37990,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,68.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
37993,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),177.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
37994,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),178.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
37995,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),21.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
37996,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),229.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
37997,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),489.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
37998,2015,2019,NJ,New Jersey,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),667.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38001,2015,2019,NJ,New Jersey,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,135.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38002,2015,2019,NJ,New Jersey,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,16.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38003,2015,2019,NJ,New Jersey,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,176.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38004,2015,2019,NJ,New Jersey,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,39.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38005,2015,2019,NJ,New Jersey,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,40.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38006,2015,2019,NJ,New Jersey,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,44.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38039,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Drowning,19.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38043,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Fall injuries,11.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38044,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Fall injuries,11.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38045,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Fall injuries,24.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38046,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Fall injuries,35.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38047,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Fall injuries,46.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38055,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Fire injuries,18.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38066,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Homicide,130.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38067,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Homicide,15.0,Harmful Effects,Any Alcohol Use,Overall,Other,0-19
38068,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Homicide,157.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38069,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Homicide,27.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38070,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Homicide,36.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38071,2015,2019,NJ,New Jersey,ARDI,Acute,Other Acute Causes,Homicide,80.0,Harmful Effects,Any Alcohol Use,Overall,Other,20-34
38114,2015,2019,NJ,New Jersey,ARDI,Acute,Suicide,Suicide,137.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38115,2015,2019,NJ,New Jersey,ARDI,Acute,Suicide,Suicide,181.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38116,2015,2019,NJ,New Jersey,ARDI,Acute,Suicide,Suicide,32.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38117,2015,2019,NJ,New Jersey,ARDI,Acute,Suicide,Suicide,44.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38118,2015,2019,NJ,New Jersey,ARDI,Acute,Suicide,Suicide,45.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38119,2015,2019,NJ,New Jersey,ARDI,Acute,Suicide,Suicide,58.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38130,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,11.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38131,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,12.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38132,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,13.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38133,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,26.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38134,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,38.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38135,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,51.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38143,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol cardiomyopathy,19.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38146,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,131.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38147,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,25.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38148,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,31.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38149,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,33.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38150,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,67.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38151,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,97.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38186,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,179.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38187,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,234.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38188,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,332.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38189,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,66.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38190,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,72.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38191,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,98.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38207,2015,2019,NJ,New Jersey,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic psychosis,16.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38235,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",27.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38236,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",60.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38237,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",96.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38238,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, breast (females only)",96.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38243,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",103.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38244,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",15.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38245,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",27.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38246,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",70.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38247,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, colorectal",88.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38251,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",12.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38252,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",14.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38253,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",34.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38254,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",39.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38255,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, esophageal",50.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38262,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, laryngeal",14.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38263,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, laryngeal",22.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38269,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, liver",29.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38270,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, liver",58.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38271,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, liver",90.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38275,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",10.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38276,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",21.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38277,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",40.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38278,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",54.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38279,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",64.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38287,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, pancreatic",13.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38292,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",18.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38293,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",20.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38294,2015,2019,NJ,New Jersey,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",20.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38316,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,19.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38317,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,29.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38318,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,45.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38319,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,48.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38323,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,113.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38324,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,17.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38325,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,31.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38326,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,82.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38327,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,93.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38338,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,12.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38339,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,139.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38340,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,174.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38341,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,234.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38342,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,46.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38343,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,Hypertension,95.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38347,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",122.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38348,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",21.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
38349,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",61.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38350,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",62.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38351,2015,2019,NJ,New Jersey,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",94.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38402,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",106.0,Harmful Effects,Any Alcohol Use,Female,Other,Overall
38403,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",139.0,Harmful Effects,Any Alcohol Use,Overall,Other,65+
38404,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",150.0,Harmful Effects,Any Alcohol Use,Male,Other,Overall
38405,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",24.0,Harmful Effects,Any Alcohol Use,Overall,Other,35-49
38406,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",257.0,Harmful Effects,Any Alcohol Use,Overall,Other,Overall
38407,2015,2019,NJ,New Jersey,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",91.0,Harmful Effects,Any Alcohol Use,Overall,Other,50-64
