,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
23588,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23589,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,27,27.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23592,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,102,102.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23593,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,118,118.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
23594,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23595,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,198,198.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23596,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,300,300.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23597,2015,2019,LA,Louisiana,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,81,81.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23598,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,101,101.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
23599,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
23600,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23601,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,218,218.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23602,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,280,280.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23603,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,63,63.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23604,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,65,65.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23605,2015,2019,LA,Louisiana,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,78,78.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
23637,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Drowning,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT9,DROWNI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23644,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23645,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23652,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23653,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT9,FIREIN,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23662,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23663,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,133,133.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
23664,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,234,234.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23665,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,280,280.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23666,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,0-19,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age1,AAD,5YEARSAVG
23667,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,35,35.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23668,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,46,46.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23669,2015,2019,LA,Louisiana,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,69,69.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,ACUTE,CAT9,HOMICI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
23712,2015,2019,LA,Louisiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,132,132.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23713,2015,2019,LA,Louisiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,168,168.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23714,2015,2019,LA,Louisiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,29,29.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23715,2015,2019,LA,Louisiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,36,36.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23716,2015,2019,LA,Louisiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
23717,2015,2019,LA,Louisiana,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23732,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23733,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol abuse,Alcohol-attributable deaths,5 years average,36,36.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT1,ALCABU,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23748,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23749,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23784,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,133,133.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23785,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,160,160.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23786,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,228,228.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23787,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23788,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,45,45.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
23789,2015,2019,LA,Louisiana,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,68,68.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,CHRONIC,CAT1,ALCLID,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23833,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23834,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,28,28.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23835,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,48,48.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23836,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,48,48.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANBRE,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23843,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23844,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,39,39.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23845,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,63,63.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANCOL,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23851,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23852,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23853,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, esophageal",Alcohol-attributable deaths,5 years average,28,28.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANESO,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23861,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, laryngeal",Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANLAR,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23867,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23868,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23869,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,83,83.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANLIV,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23875,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23876,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,28,28.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23877,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,56,56.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANOCP,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23892,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,CHRONIC,CAT2,CANPRO,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23893,2015,2019,LA,Louisiana,ARDI,Chronic,Cancer,"Cancer, prostate (males only)",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT2,CANPRO,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23917,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT3,ATRFIB,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23918,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Atrial fibrillation,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT3,ATRFIB,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23922,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23923,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23924,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,45,45.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23925,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,54,54.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23926,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,67,67.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT3,ISCHTD,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23937,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,128,128.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23938,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,129,129.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23939,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
23940,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,203,203.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23941,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,53,53.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23942,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,74,74.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,CHRONIC,CAT3,HYPERT,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23946,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
23947,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
23948,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
23949,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,42,42.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
23950,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,64,64.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT3,STRHEM,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
23966,2015,2019,LA,Louisiana,ARDI,Chronic,Heart Disease and Stroke,"Stroke, ischemic",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT3,STRISC,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24001,2015,2019,LA,Louisiana,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,101,101.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,22,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
24002,2015,2019,LA,Louisiana,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,22,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
